"Code","Name","Awaiting completion of assessment","Awaiting public funding","Awaiting further NHS non-acute care","Awaiting residential home placement or availability","Awaiting nursing home placement or availability","Awaiting care package in own home","Awaiting community equipment and adaptations","Patient or family choice","Disputes","Housing - Patients not covered by NHS and Community Care Act","Other","Total Delayed Transfers of Care","Period"
"305","Bury","72","22","112","35","35","87","48","53","0","9",NA,"473","July 2014"
"00EQ","Cheshire East","184","212","266","51","109","60","49","256","6","0",NA,"1193","July 2014"
"00EW","Cheshire West And Chester","11","45","63","29","85","39","7","199","0","24",NA,"502","July 2014"
"102","Cumbria","57","0","340","139","261","114","61","140","31","21",NA,"1164","July 2014"
"321","Halton","31","0","36","7","0","47","16","88","0","0",NA,"225","July 2014"
"315","Knowsley","0","11","83","0","0","56","0","19","6","50",NA,"225","July 2014"
"323","Lancashire","941","113","264","133","91","296","38","1231","6","281",NA,"3394","July 2014"
"316","Liverpool","149","55","219","15","138","84","3","127","0","22",NA,"812","July 2014"
"306","Manchester","159","31","83","82","268","177","90","7","36","170",NA,"1103","July 2014"
"307","Oldham","0","39","112","0","0","57","6","13","0","0",NA,"227","July 2014"
"308","Rochdale","115","0","126","67","2","35","24","64","0","7",NA,"440","July 2014"
"309","Salford","3","0","476","0","0","27","0","7","0","0",NA,"513","July 2014"
"317","Sefton","2","37","29","13","42","49","20","211","0","2",NA,"405","July 2014"
"318","St Helens","23","31","88","0","5","2","5","19","0","2",NA,"175","July 2014"
"310","Stockport","18","0","24","21","60","24","8","276","0","2",NA,"433","July 2014"
"311","Tameside","4","8","56","3","30","26","0","9","0","0",NA,"136","July 2014"
"312","Trafford","127","0","18","74","404","212","22","50","0","39",NA,"946","July 2014"
"322","Warrington","135","0","85","5","94","148","7","153","0","14",NA,"641","July 2014"
"313","Wigan","83","0","27","0","60","0","11","136","3","201",NA,"521","July 2014"
"319","Wirral","58","0","16","32","23","24","0","23","0","0",NA,"176","July 2014"
"614","Bracknell Forest","58","16","69","0","0","20","0","6","0","2",NA,"171","July 2014"
"816","Brighton & Hove","25","35","320","201","39","75","0","65","40","56",NA,"856","July 2014"
"612","Buckinghamshire","133","0","238","14","167","105","54","99","48","0",NA,"858","July 2014"
"815","East Sussex","94","110","835","100","57","90","36","395","0","31",NA,"1748","July 2014"
"812","Hampshire","235","3","427","236","537","894","51","562","66","10",NA,"3021","July 2014"
"803","Isle of Wight","11","0","59","0","7","0","0","72","0","0",NA,"149","July 2014"
"820","Kent","137","80","717","219","296","151","132","441","0","30",NA,"2203","July 2014"
"821","Medway","32","31","47","75","110","7","0","115","0","7",NA,"424","July 2014"
"613","Milton Keynes","44","0","119","75","71","207","34","23","0","1",NA,"574","July 2014"
"608","Oxfordshire","306","0","947","181","471","1458","109","494","14","13",NA,"3993","July 2014"
"813","Portsmouth","42","21","20","38","7","0","0","13","0","0",NA,"141","July 2014"
"616","Reading","3","17","77","44","130","28","0","0","39","0",NA,"338","July 2014"
"617","Slough","84","0","23","30","111","21","0","13","0","0",NA,"282","July 2014"
"814","Southampton","313","35","124","0","59","97","12","441","0","19",NA,"1100","July 2014"
"805","Surrey","544","150","136","98","317","151","57","386","22","105",NA,"1966","July 2014"
"615","West Berkshire","18","0","106","17","74","73","2","0","14","0",NA,"304","July 2014"
"807","West Sussex","298","337","385","349","194","169","21","337","167","64",NA,"2321","July 2014"
"618","Windsor & Maidenhead","133","12","29","31","48","7","28","18","0","17",NA,"323","July 2014"
"619","Wokingham","3","20","128","31","173","62","14","0","122","0",NA,"553","July 2014"
"908","Bath & North East Somerset","19","13","20","74","175","75","19","72","0","37",NA,"504","July 2014"
"810","Bournemouth","81","1","13","57","155","22","0","101","0","17",NA,"447","July 2014"
"909","Bristol","651","7","317","328","331","286","47","42","9","45",NA,"2063","July 2014"
"902","Cornwall","642","387","528","30","130","67","57","81","0","35",NA,"1957","July 2014"
"912","Devon","278","161","862","247","186","237","21","204","27","3",NA,"2226","July 2014"
"809","Dorset","249","78","158","292","395","192","41","140","0","68",NA,"1613","July 2014"
"904","Gloucestershire","9","0","219","45","298","126","31","14","0","20",NA,"762","July 2014"
"910","North Somerset","82","0","65","53","13","56","21","6","0","70",NA,"366","July 2014"
"913","Plymouth","254","48","310","31","31","150","9","143","0","82",NA,"1058","July 2014"
"811","Poole","34","0","12","121","131","32","0","139","0","13",NA,"482","July 2014"
"905","Somerset","284","47","365","174","249","104","34","154","4","61",NA,"1476","July 2014"
"911","South Gloucestershire","103","80","20","277","230","48","4","42","31","0",NA,"835","July 2014"
"819","Swindon","96","38","58","52","139","46","0","29","31","24",NA,"513","July 2014"
"914","Torbay","30","31","44","69","31","12","0","6","0","0",NA,"223","July 2014"
"817","Wiltshire","108","66","181","471","581","154","74","273","32","45",NA,"1985","July 2014"
"406","Birmingham","864","129","315","918","698","491","208","656","30","266",NA,"4575","July 2014"
"407","Coventry","471","39","229","241","470","334","12","30","0","30",NA,"1856","July 2014"
"408","Dudley","104","1","39","73","47","60","13","245","285","2",NA,"869","July 2014"
"415","Herefordshire","63","0","92","18","135","30","0","0","0","0",NA,"338","July 2014"
"409","Sandwell","116","108","117","334","150","56","18","299","0","98",NA,"1296","July 2014"
"417","Shropshire","177","1","154","89","185","56","19","112","0","2",NA,"795","July 2014"
"410","Solihull","88","31","95","63","17","62","10","51","0","7",NA,"424","July 2014"
"413","Staffordshire","269","124","474","94","344","298","39","225","9","46",NA,"1922","July 2014"
"414","Stoke-On-Trent","21","0","380","51","2","71","17","144","0","13",NA,"699","July 2014"
"418","Telford & Wrekin","118","10","139","137","189","34","3","37","0","54",NA,"721","July 2014"
"411","Walsall","56","3","24","60","31","29","0","34","3","17",NA,"257","July 2014"
"404","Warwickshire","390","43","181","285","459","231","41","269","37","32",NA,"1968","July 2014"
"412","Wolverhampton","209","45","127","0","0","11","101","136","0","9",NA,"638","July 2014"
"416","Worcestershire","360","2","646","140","528","335","31","158","7","35",NA,"2242","July 2014"
"204","Barnsley","9","0","83","31","0","0","0","0","0","0",NA,"123","July 2014"
"209","Bradford","16","0","70","59","32","0","0","27","0","4",NA,"208","July 2014"
"210","Calderdale","109","0","120","55","46","260","11","68","31","3",NA,"703","July 2014"
"205","Doncaster","58","78","32","38","7","20","21","34","31","27",NA,"346","July 2014"
"214","East Riding Of Yorkshire","176","20","19","31","65","70","33","119","21","0",NA,"554","July 2014"
"215","Kingston Upon Hull","246","42","59","42","93","31","12","166","0","2",NA,"693","July 2014"
"211","Kirklees","44","37","144","56","105","220","54","97","0","14",NA,"771","July 2014"
"212","Leeds","693","62","752","166","137","149","23","360","45","48",NA,"2435","July 2014"
"216","North East Lincolnshire","51","1","167","0","0","7","23","5","0","31",NA,"285","July 2014"
"217","North Lincolnshire","102","24","56","9","30","19","3","33","0","0",NA,"276","July 2014"
"218","North Yorkshire","168","21","181","187","396","327","9","262","0","5",NA,"1556","July 2014"
"206","Rotherham","278","38","86","0","22","0","0","130","21","0",NA,"575","July 2014"
"207","Sheffield","673","0","545","61","195","168","0","0","31","0",NA,"1673","July 2014"
"213","Wakefield","20","7","590","103","125","155","48","336","18","26",NA,"1428","July 2014"
"219","York","1","0","0","42","112","301","5","92","0","43",NA,"596","July 2014"
"-","England","23928","6108","27400","16138","18721","25160","3954","19039","1994","4934",NA,"147376","July 2015"
"E06000015","Derby","195","0","53","53","0","31","12","139","0","8",NA,"491","July 2015"
"E10000007","Derbyshire","233","67","135","121","54","244","56","342","7","5",NA,"1264","July 2015"
"E06000016","Leicester","14","6","27","12","58","19","9","32","1","0",NA,"178","July 2015"
"E10000018","Leicestershire","206","79","296","180","103","218","73","186","35","32",NA,"1408","July 2015"
"E10000019","Lincolnshire","698","14","535","112","57","765","62","229","41","35",NA,"2548","July 2015"
"E10000021","Northamptonshire","983","54","961","237","585","1038","51","405","0","311",NA,"4625","July 2015"
"E06000018","Nottingham","202","38","292","176","101","58","20","189","30","130",NA,"1236","July 2015"
"E10000024","Nottinghamshire","120","91","429","153","83","244","7","277","24","83",NA,"1511","July 2015"
"E06000017","Rutland","0","0","1","0","0","4","0","5","0","10",NA,"20","July 2015"
"E06000055","Bedford","69","0","27","66","2","66","0","75","0","0",NA,"305","July 2015"
"E10000003","Cambridgeshire","307","55","529","167","388","890","13","382","0","8",NA,"2739","July 2015"
"E06000056","Central Bedfordshire","50","43","101","54","0","16","4","52","29","0",NA,"349","July 2015"
"E10000012","Essex","606","494","536","372","101","331","72","414","104","3",NA,"3033","July 2015"
"E10000015","Hertfordshire","490","181","728","1028","228","1019","123","388","6","112",NA,"4303","July 2015"
"E06000032","Luton","16","0","0","83","0","10","0","23","13","0",NA,"145","July 2015"
"E10000020","Norfolk","206","32","584","112","165","173","39","178","0","0",NA,"1489","July 2015"
"E06000031","Peterborough","245","14","83","0","83","97","5","49","0","1",NA,"577","July 2015"
"E06000033","Southend","36","9","20","5","0","14","4","32","0","0",NA,"120","July 2015"
"E10000029","Suffolk","122","0","464","118","135","415","72","331","0","47",NA,"1704","July 2015"
"E06000034","Thurrock","10","0","29","31","25","3","12","3","0","0",NA,"113","July 2015"
"E09000002","Barking & Dagenham","61","93","29","0","30","5","14","76","0","0",NA,"308","July 2015"
"E09000003","Barnet","93","40","74","129","22","10","25","40","31","0",NA,"464","July 2015"
"E09000004","Bexley","69","40","169","33","151","42","69","133","0","28",NA,"734","July 2015"
"E09000005","Brent","59","41","78","263","144","4","118","55","31","35",NA,"828","July 2015"
"E09000006","Bromley","76","0","12","130","25","0","0","122","0","0",NA,"365","July 2015"
"E09000007","Camden","25","0","111","116","68","16","2","54","0","0",NA,"392","July 2015"
"E09000008","Croydon","12","0","34","133","53","31","6","34","31","8",NA,"342","July 2015"
"E09000009","Ealing","114","158","24","57","162","36","0","195","0","62",NA,"808","July 2015"
"E09000010","Enfield","152","0","78","29","85","0","39","110","0","20",NA,"513","July 2015"
"E09000011","Greenwich","10","0","22","31","66","10","8","0","3","65",NA,"215","July 2015"
"E09000012","Hackney","239","11","151","163","45","34","53","89","1","45",NA,"831","July 2015"
"E09000013","Hammersmith & Fulham","168","55","54","36","38","4","0","0","0","0",NA,"355","July 2015"
"E09000014","Haringey","121","17","193","98","50","7","18","99","0","25",NA,"628","July 2015"
"E09000015","Harrow","40","18","56","39","72","9","0","44","40","34",NA,"352","July 2015"
"E09000016","Havering","66","19","72","33","51","0","11","40","0","40",NA,"332","July 2015"
"E09000017","Hillingdon","41","0","0","173","0","21","0","15","0","0",NA,"250","July 2015"
"E09000018","Hounslow","67","80","63","130","87","25","22","90","0","154",NA,"718","July 2015"
"E09000019","Islington","110","25","41","143","9","12","16","89","17","12",NA,"474","July 2015"
"E09000020","Kensington & Chelsea","32","19","63","140","12","34","0","28","0","1",NA,"329","July 2015"
"E09000021","Kingston Upon Thames","13","9","283","32","110","6","27","24","0","0",NA,"504","July 2015"
"E09000022","Lambeth","118","73","66","79","85","66","1","23","0","52",NA,"563","July 2015"
"E09000023","Lewisham","187","0","101","67","27","10","0","35","5","0",NA,"432","July 2015"
"E09000024","Merton","7","32","57","56","5","23","0","43","30","36",NA,"289","July 2015"
"E09000025","Newham","70","22","20","7","38","17","2","4","0","26",NA,"206","July 2015"
"E09000026","Redbridge","109","120","72","7","42","24","18","70","0","0",NA,"462","July 2015"
"E09000027","Richmond Upon Thames","46","97","280","37","209","57","32","63","0","33",NA,"854","July 2015"
"E09000028","Southwark","4","16","15","142","86","0","0","51","0","43",NA,"357","July 2015"
"E09000029","Sutton","18","0","21","31","44","69","3","61","0","3",NA,"250","July 2015"
"E09000030","Tower Hamlets","185","69","23","46","14","27","45","145","11","7",NA,"572","July 2015"
"E09000031","Waltham Forest","188","205","23","17","25","54","37","31","0","0",NA,"580","July 2015"
"E09000032","Wandsworth","18","23","109","0","60","42","37","53","62","26",NA,"430","July 2015"
"E09000033","Westminster","19","11","87","91","39","2","17","7","0","1",NA,"274","July 2015"
"E06000005","Darlington","12","0","47","0","10","2","0","44","0","0",NA,"115","July 2015"
"E06000047","Durham","86","80","129","73","90","61","33","87","1","18",NA,"658","July 2015"
"E08000037","Gateshead","22","0","76","19","33","42","8","14","0","0",NA,"214","July 2015"
"E06000001","Hartlepool","7","0","30","55","87","0","0","44","0","0",NA,"223","July 2015"
"E06000002","Middlesbrough","59","4","46","32","14","18","25","61","0","2",NA,"261","July 2015"
"E08000021","Newcastle Upon Tyne","4","0","172","31","11","27","44","72","0","8",NA,"369","July 2015"
"E08000022","North Tyneside","45","0","26","9","0","130","0","29","31","31",NA,"301","July 2015"
"E06000057","Northumberland","4","0","43","31","0","60","0","0","62","10",NA,"210","July 2015"
"E06000003","Redcar & Cleveland","25","0","19","20","4","36","2","48","0","31",NA,"185","July 2015"
"E08000023","South Tyneside","68","35","68","60","3","24","0","79","0","0",NA,"337","July 2015"
"E06000004","Stockton On Tees","7","0","44","14","5","13","0","39","0","0",NA,"122","July 2015"
"E08000024","Sunderland","59","3","53","44","10","10","1","33","0","0",NA,"213","July 2015"
"E06000008","Blackburn With Darwen","108","131","28","50","66","39","20","60","0","48",NA,"550","July 2015"
"E06000009","Blackpool","73","8","32","54","28","27","0","51","0","15",NA,"288","July 2015"
"E08000001","Bolton","68","26","121","13","6","49","18","174","31","7",NA,"513","July 2015"
"E08000002","Bury","38","31","118","12","38","212","48","40","0","0",NA,"537","July 2015"
"E06000049","Cheshire East","210","72","135","123","204","74","29","66","0","8",NA,"921","July 2015"
"E06000050","Cheshire West And Chester","39","15","34","99","102","160","14","156","0","0",NA,"619","July 2015"
"E10000006","Cumbria","117","0","533","91","377","319","1","50","7","62",NA,"1557","July 2015"
"E06000006","Halton","41","0","81","25","47","1","0","5","0","0",NA,"200","July 2015"
"E08000011","Knowsley","36","0","71","0","19","0","0","40","0","0",NA,"166","July 2015"
"E10000017","Lancashire","538","331","278","689","597","182","61","952","13","213",NA,"3854","July 2015"
"E08000012","Liverpool","75","42","407","26","10","262","33","110","65","31",NA,"1061","July 2015"
"E08000003","Manchester","185","9","207","60","195","443","24","81","0","136",NA,"1340","July 2015"
"E08000004","Oldham","1","0","24","11","2","15","6","17","0","0",NA,"76","July 2015"
"E08000005","Rochdale","10","62","138","61","1","35","11","56","0","34",NA,"408","July 2015"
"E08000006","Salford","5","0","145","0","0","0","0","49","0","0",NA,"199","July 2015"
"E08000014","Sefton","6","7","111","0","48","78","0","203","0","3",NA,"456","July 2015"
"E08000013","St Helens","0","31","113","22","10","0","0","63","0","0",NA,"239","July 2015"
"E08000007","Stockport","32","1","47","0","0","155","10","324","0","11",NA,"580","July 2015"
"E08000008","Tameside","564","34","45","76","50","232","44","133","0","0",NA,"1178","July 2015"
"E08000009","Trafford","108","3","99","8","7","435","14","224","0","0",NA,"898","July 2015"
"E06000007","Warrington","166","0","58","0","74","99","6","78","0","0",NA,"481","July 2015"
"E08000010","Wigan","0","31","55","8","25","0","0","0","0","282",NA,"401","July 2015"
"E08000015","Wirral","93","38","28","6","12","32","5","50","0","0",NA,"264","July 2015"
"E06000036","Bracknell Forest","168","0","21","19","3","72","0","35","28","18",NA,"364","July 2015"
"E06000043","Brighton & Hove","71","0","246","186","86","91","0","67","7","30",NA,"784","July 2015"
"E10000002","Buckinghamshire","124","25","143","99","172","266","77","33","0","14",NA,"953","July 2015"
"E10000011","East Sussex","132","70","998","83","307","471","69","485","71","110",NA,"2796","July 2015"
"E10000014","Hampshire","651","54","521","574","1321","1373","61","587","72","111",NA,"5325","July 2015"
"E06000046","Isle of Wight","0","0","0","87","40","46","0","32","0","0",NA,"205","July 2015"
"E10000016","Kent","630","248","768","661","874","271","179","680","2","51",NA,"4364","July 2015"
"E06000035","Medway","223","0","156","51","139","43","34","293","31","94",NA,"1064","July 2015"
"E06000042","Milton Keynes","180","100","83","142","69","154","51","84","31","35",NA,"929","July 2015"
"E10000025","Oxfordshire","505","0","1491","233","403","1969","46","654","200","92",NA,"5593","July 2015"
"E06000044","Portsmouth","7","10","81","6","33","3","7","50","0","0",NA,"197","July 2015"
"E06000038","Reading","0","0","21","41","39","34","0","0","84","0",NA,"219","July 2015"
"E06000039","Slough","54","14","35","0","35","35","0","27","0","0",NA,"200","July 2015"
"E06000045","Southampton","254","2","41","37","73","95","47","385","0","8",NA,"942","July 2015"
"E10000030","Surrey","333","25","230","94","484","312","68","364","39","0",NA,"1949","July 2015"
"E06000037","West Berkshire","0","7","111","30","56","68","0","24","20","0",NA,"316","July 2015"
"E10000032","West Sussex","437","259","551","374","309","545","28","324","33","444",NA,"3304","July 2015"
"E06000040","Windsor & Maidenhead","51","0","18","23","59","27","8","25","0","0",NA,"211","July 2015"
"E06000041","Wokingham","4","0","34","0","8","75","0","43","10","0",NA,"174","July 2015"
"E06000022","Bath & North East Somerset","15","13","96","111","73","155","0","8","0","0",NA,"471","July 2015"
"E06000028","Bournemouth","51","0","50","51","64","115","3","96","0","43",NA,"473","July 2015"
"E06000023","Bristol","370","37","331","335","295","585","72","18","31","71",NA,"2145","July 2015"
"E06000052","Cornwall","637","176","631","87","476","587","118","250","0","61",NA,"3023","July 2015"
"E10000008","Devon","435","324","1520","394","496","323","61","190","8","0",NA,"3751","July 2015"
"E10000009","Dorset","264","37","98","388","460","251","47","116","0","46",NA,"1707","July 2015"
"E10000013","Gloucestershire","370","35","246","70","268","289","0","2","0","14",NA,"1294","July 2015"
"E06000024","North Somerset","217","4","87","37","98","246","66","27","0","2",NA,"784","July 2015"
"E06000026","Plymouth","309","171","172","112","69","31","48","189","4","62",NA,"1167","July 2015"
"E06000029","Poole","14","0","41","98","180","116","0","38","0","0",NA,"487","July 2015"
"E10000027","Somerset","213","128","302","228","412","162","29","117","2","70",NA,"1663","July 2015"
"E06000025","South Gloucestershire","174","17","73","82","142","276","11","7","31","0",NA,"813","July 2015"
"E06000030","Swindon","117","9","41","92","102","407","8","29","0","23",NA,"828","July 2015"
"E06000027","Torbay","4","31","5","32","2","1","0","18","0","0",NA,"93","July 2015"
"E06000054","Wiltshire","35","14","197","172","314","189","28","76","4","84",NA,"1113","July 2015"
"E08000025","Birmingham","565","68","728","1282","1052","662","195","573","92","96",NA,"5313","July 2015"
"E08000026","Coventry","258","38","421","37","399","326","7","62","0","41",NA,"1589","July 2015"
"E08000027","Dudley","430","31","52","37","15","91","63","226","0","5",NA,"950","July 2015"
"E06000019","Herefordshire","36","0","26","25","24","55","16","27","0","0",NA,"209","July 2015"
"E08000028","Sandwell","55","19","77","166","31","99","23","124","25","19",NA,"638","July 2015"
"E06000051","Shropshire","226","40","172","94","156","241","34","15","31","59",NA,"1068","July 2015"
"E08000029","Solihull","164","8","196","83","193","65","1","187","0","0",NA,"897","July 2015"
"E10000028","Staffordshire","533","127","370","179","185","735","83","370","1","81",NA,"2664","July 2015"
"E06000021","Stoke-On-Trent","7","45","196","32","16","403","0","151","24","52",NA,"926","July 2015"
"E06000020","Telford & Wrekin","146","0","54","14","77","27","22","0","0","31",NA,"371","July 2015"
"E08000030","Walsall","139","17","66","100","110","32","20","52","0","7",NA,"543","July 2015"
"E10000031","Warwickshire","308","9","85","505","318","848","20","211","13","98",NA,"2415","July 2015"
"E08000031","Wolverhampton","642","19","186","78","12","172","91","196","31","45",NA,"1472","July 2015"
"E10000034","Worcestershire","597","3","219","139","215","378","43","68","0","37",NA,"1699","July 2015"
"E08000016","Barnsley","12","0","111","0","57","0","0","8","0","0",NA,"188","July 2015"
"E08000032","Bradford","7","13","161","0","63","21","16","100","1","33",NA,"415","July 2015"
"E08000033","Calderdale","171","53","107","18","154","178","12","102","11","0",NA,"806","July 2015"
"E08000017","Doncaster","113","31","41","32","44","85","56","61","0","31",NA,"494","July 2015"
"E06000011","East Riding Of Yorkshire","68","14","31","80","43","48","15","39","0","7",NA,"345","July 2015"
"E06000010","Kingston Upon Hull","0","69","62","97","57","2","0","13","0","21",NA,"321","July 2015"
"E08000034","Kirklees","232","79","429","72","207","118","44","143","21","47",NA,"1392","July 2015"
"E08000035","Leeds","653","13","503","157","252","215","51","928","223","121",NA,"3116","July 2015"
"E06000012","North East Lincolnshire","61","11","155","20","5","23","36","7","0","0",NA,"318","July 2015"
"E06000013","North Lincolnshire","100","5","138","31","34","63","18","57","18","0",NA,"464","July 2015"
"E10000023","North Yorkshire","81","34","68","125","262","252","68","221","0","14",NA,"1125","July 2015"
"E08000018","Rotherham","295","44","7","6","0","0","6","109","0","74",NA,"541","July 2015"
"E08000019","Sheffield","673","0","709","134","67","329","0","0","31","3",NA,"1946","July 2015"
"E08000036","Wakefield","11","16","355","102","163","57","116","299","2","23",NA,"1144","July 2015"
"E06000014","York","13","0","0","47","160","265","18","104","0","15",NA,"622","July 2015"
"-","England","30832","7074","31535","19049","27984","35996","4298","20374","2576","4860",NA,"184578","July 2016"
"E06000015","Derby","33","14","111","26","20","50","18","257","2","14",NA,"545","July 2016"
"E10000007","Derbyshire","227","133","126","140","112","304","36","442","1","47",NA,"1568","July 2016"
"E06000016","Leicester","98","101","115","15","69","49","27","37","0","27",NA,"538","July 2016"
"E10000018","Leicestershire","258","348","249","272","377","239","30","220","6","0",NA,"1999","July 2016"
"E10000019","Lincolnshire","542","46","543","387","183","701","79","299","76","192",NA,"3048","July 2016"
"E10000021","Northamptonshire","1153","238","1395","217","443","1179","132","438","6","213",NA,"5414","July 2016"
"E06000018","Nottingham","94","2","1119","78","139","159","18","163","64","196",NA,"2032","July 2016"
"E10000024","Nottinghamshire","328","50","985","212","221","222","136","156","0","130",NA,"2440","July 2016"
"E06000017","Rutland","13","6","25","1","4","14","9","35","0","0",NA,"107","July 2016"
"E06000055","Bedford","85","10","43","73","41","169","0","13","0","0",NA,"434","July 2016"
"E10000003","Cambridgeshire","197","42","633","252","218","1210","37","327","31","35",NA,"2982","July 2016"
"E06000056","Central Bedfordshire","30","14","110","86","10","22","13","59","0","0",NA,"344","July 2016"
"E10000012","Essex","720","290","597","573","593","1013","172","450","166","75",NA,"4649","July 2016"
"E10000015","Hertfordshire","333","199","996","404","632","1012","84","538","48","98",NA,"4344","July 2016"
"E06000032","Luton","68","10","121","63","0","3","0","28","29","4",NA,"326","July 2016"
"E10000020","Norfolk","543","44","431","325","194","232","95","561","0","0",NA,"2425","July 2016"
"E06000031","Peterborough","137","13","71","19","73","187","15","50","0","0",NA,"565","July 2016"
"E06000033","Southend","83","26","121","76","0","17","4","37","0","0",NA,"364","July 2016"
"E10000029","Suffolk","129","31","690","482","423","1193","130","572","0","34",NA,"3684","July 2016"
"E06000034","Thurrock","11","26","108","38","41","49","23","49","7","0",NA,"352","July 2016"
"E09000002","Barking & Dagenham","45","93","32","7","23","0","14","0","0","0",NA,"214","July 2016"
"E09000003","Barnet","65","93","221","121","58","73","28","57","28","0",NA,"744","July 2016"
"E09000004","Bexley","45","45","74","95","175","223","8","54","18","0",NA,"737","July 2016"
"E09000005","Brent","92","79","87","94","239","150","7","113","14","60",NA,"935","July 2016"
"E09000006","Bromley","31","9","55","152","41","71","0","65","0","36",NA,"460","July 2016"
"E09000007","Camden","27","4","76","94","64","25","2","34","0","19",NA,"345","July 2016"
"E09000008","Croydon","195","31","65","280","77","0","0","138","40","52",NA,"878","July 2016"
"E09000009","Ealing","324","192","141","42","90","27","28","1","0","0",NA,"845","July 2016"
"E09000010","Enfield","112","42","125","43","63","11","5","116","31","6",NA,"554","July 2016"
"E09000011","Greenwich","87","16","104","139","66","4","0","72","0","21",NA,"509","July 2016"
"E09000012","Hackney","114","0","50","140","57","72","10","124","24","6",NA,"597","July 2016"
"E09000013","Hammersmith & Fulham","102","103","59","95","109","1","1","8","0","0",NA,"478","July 2016"
"E09000014","Haringey","159","166","163","59","60","6","63","40","0","33",NA,"749","July 2016"
"E09000015","Harrow","93","13","60","79","98","21","0","16","40","13",NA,"433","July 2016"
"E09000016","Havering","64","28","22","25","55","1","8","116","0","0",NA,"319","July 2016"
"E09000017","Hillingdon","20","36","24","132","371","9","0","41","0","13",NA,"646","July 2016"
"E09000018","Hounslow","110","57","201","35","7","4","2","27","0","0",NA,"443","July 2016"
"E09000019","Islington","29","0","137","15","88","6","15","60","0","7",NA,"357","July 2016"
"E09000020","Kensington & Chelsea","22","27","59","56","66","0","0","2","0","0",NA,"232","July 2016"
"E09000021","Kingston Upon Thames","38","15","172","11","70","17","0","39","0","31",NA,"393","July 2016"
"E09000022","Lambeth","42","13","54","56","97","87","5","187","0","38",NA,"579","July 2016"
"E09000023","Lewisham","203","0","175","0","79","14","6","25","0","10",NA,"512","July 2016"
"E09000024","Merton","7","0","38","5","147","9","0","69","0","58",NA,"333","July 2016"
